season,age,pos,per,x3p_ar
2021,34,PG,13.1,0.406
2021,34,PG,15.9,0.475
2021,34,PG,9.7,0.299
2021,29,PF,6.7,0.711
2021,21,SG,10.4,0.452
2021,21,SF,13.4,0.125
2021,24,PG,9.2,0.417
2021,30,PG,20,0.344
2021,31,SG,10.4,0.725
2021,26,PF,14.4,0.056
2021,27,C,20.2,0.019
2021,28,SF,5.6,0.435
2021,28,SF,5,0.418
2021,28,SF,7.5,0.492
2021,34,C,17.4,0.422
2021,20,SG,12.9,0.268
2021,27,SF,9.1,0.574
2021,35,C,17.8,0.066
2021,21,SG,6.4,0.613
2021,22,SG,12.2,0.528
2021,22,SF,8.4,0.767
2021,23,SF,15.7,0.383
2021,24,SF,6.8,0.214
2021,24,SF,0.4,0.167
2021,24,SF,8.2,0.224
2021,31,C,18.2,0.315
2021,37,SF,9.2,0.734
2021,33,PF,12.1,0.759
2021,33,SF,15.9,0.722
2021,23,SF,19.2,0.341
2021,28,PG,24.4,0.348
2021,26,SF,4.3,0.402
2021,26,SF,4.9,0.442
2021,26,SF,3.7,0.36
2021,22,PG,13.2,0.512
2021,21,C,18,0.48
2021,23,SG,12,0.364
2021,25,SF,10.4,0.529
2021,25,SF,10.7,0.524
2021,25,SF,5.8,0.667
2021,30,SG,14.2,0.482
2021,24,SF,11.3,0.342
2021,36,PG,24.2,0.346
2021,30,PG,11.9,0.337
2021,23,SG,7.9,0.558
2021,23,SG,7.2,0.491
2021,23,SG,8.5,0.619
2021,23,SG,13.4,0.585
2021,21,SG,9.5,0.797
2021,24,PF,23.5,0.088
2021,24,PF,11.8,0.694
2021,33,PF,11.4,0.367
2021,33,PF,12.2,0.414
2021,33,PF,10.6,0.33
2021,21,SF,13.8,0.257
2021,24,PF,8.8,0.588
2021,28,SG,8.2,0.721
2021,25,C,31.3,0.183
2021,25,C,14.6,0.049
2021,25,C,6.7,0.063
2021,25,C,15.9,0.057
2021,23,SF,11.9,0.447
2021,22,SG,12.1,0.537
2021,22,SG,11.1,0.561
2021,22,SG,23.5,0.222
2021,21,PG,12.1,0.064
2021,24,PG,15,0.339
2021,32,C,17.1,0.004
2021,29,PG,12.5,0.31
2021,29,PG,9.9,0.376
2021,29,PG,17.3,0.216
2021,23,PF,9.5,0.562
2021,23,PF,1.4,0.563
2021,23,PF,13.7,0.561
2021,27,C,15.8,0.331
2021,28,C,22.4,0.007
2021,24,SG,12.7,0.541
2021,21,SF,21.2,0.324
2021,29,PF,10.6,0.771
2021,23,PF,13.9,0.33
2021,21,SF,9.1,0.622
2021,24,SG,14.8,0.406
2021,23,SG,12.8,0.634
2021,25,C,13.3,0.584
2021,25,C,9.8,0.852
2021,25,C,14.5,0.486
2021,22,SF,6.3,0.656
2021,22,PF,7.7,0.667
2021,22,SF,0.8,0.714
2021,22,SF,17.9,0.5
2021,25,SF,12.7,0.502
2021,23,SF,8.7,0.602
2021,28,SG,15.8,0.464
2021,21,SG,5.1,0.305
2021,25,SG,21.5,0.425
2021,26,SF,11.4,0.424
2021,20,PG,4.7,0.111
2021,28,SG,11.8,0.708
2021,21,PG,13.8,0.11
2021,27,C,16.4,0.09
2021,27,C,4.3,0.6
2021,27,C,17.5,0.071
2021,29,SF,26,0.28
2021,28,C,6.6,1
2021,26,SG,17.8,0.317
2021,26,SG,19.1,0.315
2021,26,SG,17.4,0.318
2021,19,PG,10.3,0.356
2021,30,PG,25.6,0.528
2021,20,PF,11.6,0.479
2021,24,C,11.9,0.086
2021,32,C,15.4,0.439
2021,32,C,16.7,0.042
2021,21,SF,-0.9,0.615
2021,32,PF,15.1,0.619
2021,34,PG,16.5,0.555
2021,25,SF,7.8,0.671
2021,25,PF,11.4,0.444
2021,22,C,-35.1,1
2021,23,C,18.6,0.111
2021,19,PG,8.2,0.51
2021,20,PG,1.3,0.154
2021,19,PG,9.3,0.526
2021,24,SG,13.8,0.26
2021,32,C,22.6,0.066
2021,23,PF,15.2,0.568
2021,23,SF,11.4,0.397
2021,25,SF,9.5,0.488
2021,25,SF,10.6,0.309
2021,24,PG,1.4,0.364
2021,25,SF,13.9,0.435
2021,20,SF,14.6,0.302
2021,26,PG,7.5,0.208
2021,24,SG,9.7,0.835
2021,25,SG,9.8,0.542
2021,34,SG,7.2,0.782
2021,20,SG,14.5,0.24
2021,23,SG,16.8,0.408
2021,29,SG,20.8,0.475
2021,28,PG,16.9,0.098
2021,23,SF,11.4,0.37
2021,20,PF,8.9,0.54
2021,29,PF,15.6,0.43
2021,24,SF,7.2,0.667
2021,33,C,17,0.085
2021,33,C,18.4,0.093
2021,33,C,12.9,0.06
2021,29,SG,16.1,0.343
2021,28,SF,15.5,0.419
2021,24,PG,12,0.38
2021,27,SG,8.5,0.767
2021,27,SG,8.3,0.741
2021,27,SG,8.8,0.809
2021,30,PF,7.9,0.603
2021,30,PF,5.8,0.627
2021,30,PF,9.4,0.585
2021,22,PG,15.2,0.537
2021,24,SG,11.9,0.653
2021,23,C,14.5,0.207
2021,29,SF,18.2,0.34
2021,30,SF,15.9,0.875
2021,35,PF,16.4,0.357
2021,32,PG,11.8,0.702
2021,24,SG,14.6,0.304
2021,24,PG,21.3,0.423
2021,22,SG,2.2,0.526
2021,22,SG,13.6,0.531
2021,31,SG,10.4,0.289
2021,21,PG,16.7,0.252
2021,23,PF,8.5,0.433
2021,31,PF,9.3,0.553
2021,31,PF,14.5,0.507
2021,25,PG,14,0.346
2021,26,PG,10.8,0.808
2021,24,PG,16.5,0.204
2021,23,PG,18.3,0.399
2021,29,C,14.7,0.689
2021,23,SF,10.4,0.621
2021,23,SF,10.2,0.767
2021,23,SF,10.6,0.505
2021,27,SF,13.4,0.371
2021,28,PF,13.2,0.419
2021,21,SF,9.4,0.607
2021,28,PG,13,0.367
2021,27,PF,11.4,0.721
2021,20,PF,11.3,0.567
2021,26,C,14.8,0.013
2021,21,SG,12.3,0.448
2021,22,PG,7.7,0.608
2021,30,SF,8.3,0.923
2021,25,PG,14.2,0.486
2021,26,C,20.5,0.09
2021,28,SF,14.4,0.289
2021,22,SF,16.1,0.459
2021,26,PF,8.3,0.715
2021,25,C,13.1,0.088
2021,22,PF,11.8,0.435
2021,22,SG,9.1,0.425
2021,20,C,16.8,0.02
2021,20,SG,7.9,0.383
2021,21,PF,5.2,0.521
2021,28,SG,14.3,0.415
2021,28,SG,15.5,0.454
2021,28,SG,14.9,0.402
2021,28,SG,8.1,0.395
2021,24,SF,17.2,0.394
2021,29,PF,16.4,0.528
2021,29,C,12.1,0.646
2021,29,PF,22.3,0.389
2021,27,SF,9.9,0.706
2021,23,SG,6.4,0.889
2021,25,SF,10.3,0.553
2021,21,C,12.5,0.096
2021,25,SF,13.3,0.394
2021,25,PF,14.7,0.2
2021,25,PF,5,0.143
2021,25,PF,16.6,0.208
2021,24,PF,13.4,0.181
2021,25,C,-40.6,1
2021,31,PF,10.9,0.679
2021,23,C,11.6,0.486
2021,35,PG,21.4,0.294
2021,26,PG,17.4,0.42
2021,26,PG,11.7,0.158
2021,28,PG,29.2,0.308
2021,20,PF,11,0.269
2021,25,SG,-8.1,0.889
2021,30,C,18.7,0.018
2021,27,C,1.6,0.083
2021,19,PF,6.1,0.507
2021,21,SG,15.1,0.582
2021,21,PF,9.2,0.533
2021,20,SG,12.5,0.439
2021,22,SF,20.6,0.468
2021,27,SF,14.5,0.458
2021,27,SF,14.8,0.47
2021,27,PF,11.7,0.36
2021,25,C,19.9,0.263
2021,25,C,21.3,0.378
2021,29,C,16.8,0.108
2021,27,SF,16.2,0.453
2021,27,SG,17.7,0.475
2021,27,SF,14.2,0.418
2021,26,PF,12.1,0.474
2021,26,PF,11.7,0.5
2021,26,PF,12.2,0.466
2021,23,SG,12.4,0.593
2021,21,PG,15.8,0.522
2021,19,SG,10.5,0.5
2021,27,PG,7.4,0.549
2021,26,PF,19.7,0.294
2021,21,SF,9.3,0.479
2021,36,SG,9.9,0.667
2021,36,SG,10.9,0.654
2021,36,SG,5.9,0.717
2021,21,PF,21.2,0.077
2021,21,C,18.2,0.299
2021,25,SF,6.5,0.667
2021,25,SF,6.5,0.75
2021,27,SG,11.9,0.432
2021,23,PF,5.5,0.111
2021,23,PG,23.6,0.333
2021,28,SG,9.9,0.608
2021,28,SG,9.5,0.57
2021,28,SG,10.3,0.655
2021,29,SG,4.2,0.571
2021,26,SF,11,0.855
2021,27,SF,9,0.444
2021,23,SG,4.1,0.442
2021,23,PG,6,0.667
2021,22,PF,11.9,0.254
2021,34,PG,13.2,0.414
2021,34,PG,9.9,0.409
2021,34,PG,16.8,0.419
2021,32,PG,18.3,0.211
2021,32,PG,17.1,0.212
2021,32,PG,18.8,0.211
2021,29,SG,13.2,0.429
2021,26,SG,17.1,0.504
2021,30,PG,13.5,0.43
2021,24,PG,17.6,0.475
2021,24,PF,20.6,0.179
2021,21,PF,9.8,0.41
2021,27,PF,10.9,0.133
2021,26,C,14.3,0.395
2021,29,SG,13.8,0.359
2021,27,SG,13.8,0.279
2021,32,PF,6.8,0.735
2021,20,SG,6.3,0.25
2021,22,SG,18,0.239
2021,23,SG,10.3,0.73
2021,30,SG,-0.4,0.75
2021,26,PF,17.7,0.256
2021,24,PF,11.5,0.063
2021,24,PF,13.4,0.077
2021,24,PG,18.3,0.017
2021,21,SG,12.3,0.703
2021,20,SG,5.7,0.7
2021,20,PF,8.9,0.37
2021,26,PG,13.8,0.553
2021,23,PG,13.6,0.4
2021,23,PG,6.8,0.4
2021,23,PG,14.1,0.4
2021,32,PG,11.6,0.165
2021,20,PF,8.4,0.34
2021,29,SG,9.5,0.637
2021,23,C,0.8,0.25
2021,21,SG,5.5,0.302
2021,23,PF,10.5,0.184
2021,19,C,16.4,0.154
2021,24,SF,12.1,0.791
2021,25,SG,12.7,0.312
2021,25,SF,13.8,0.312
2021,22,SF,21.3,0.368
2021,32,PG,12.3,0.289
2021,32,PG,11.4,0.298
2021,32,PG,14.1,0.271
2021,34,SG,8.2,0.525
2021,20,PG,6,0.438
2021,28,C,15,0.326
2021,28,C,15,0.33
2021,28,C,14.9,0.32
2021,24,SG,8,0.546
2021,24,SG,7.2,0.857
2021,24,SG,8,0.525
2021,31,PG,2.4,0.444
2021,24,SG,21.3,0.409
2021,26,SG,9.1,0.63
2021,26,SG,8.2,0.661
2021,26,SG,10.5,0.6
2021,29,C,14.2,0.009
2021,26,SG,6.6,0.5
2021,26,SG,4.5,0.429
2021,26,SG,7.7,0.56
2021,23,SG,10.1,0.588
2021,22,C,8.5,0.579
2021,22,PF,14.7,0.217
2021,35,PF,4,0.824
2021,22,PF,12.7,0.407
2021,27,SG,12.6,0.44
2021,28,SF,9,0.182
2021,25,C,23.1,0.36
2021,22,SG,12.1,0.546
2021,22,SG,12.4,0.582
2021,22,SG,11.3,0.475
2021,35,PF,5.5,0.672
2021,35,PF,5.5,0.656
2021,35,PF,5.7,0.717
2021,23,PG,15.1,0.389
2021,24,C,15.3,0.477
2021,28,C,24.4,0.077
2021,27,SG,10.1,0.582
2021,21,PF,16.2,0.021
2021,26,SG,16.8,0.547
2021,38,C,12.9,0.063
2021,20,SF,10.6,0.495
2021,24,PG,7.6,0.639
2021,25,C,-19,0.667
2021,30,C,22.9,0.315
2021,30,C,23.5,0.317
2021,30,C,21.8,0.311
2021,24,PF,11.3,0.685
2021,23,C,12.5,0.397
2021,23,C,15.4,0.344
2021,23,C,-1,0.429
2021,23,C,11.5,0.462
2021,30,PG,17.7,0.522
2021,22,SG,9.8,0.463
2021,30,PG,15.4,0.343
2021,31,PG,9.5,0.284
2021,31,PG,8.5,0.353
2021,31,PG,10.9,0.19
2021,27,SF,11.6,0.137
2021,22,PF,13.4,0.423
2021,26,SF,12.2,0.5
2021,23,PG,14.6,0.452
2021,26,SF,10.9,0.78
2021,24,SG,9.6,0.171
2021,32,PG,19.5,0.221
2021,20,PG,12,0.503
2021,26,SG,15,0.536
2021,31,C,19.2,0.004
2021,27,PF,-10.2,0.667
2021,25,PF,15,0.348
2021,22,PF,7.5,0.522
2021,26,PF,14,0.285
2021,34,PG,14,0.268
2021,34,PG,15.7,0.277
2021,34,PG,10.8,0.25
2021,19,PF,10.5,0.261
2021,23,C,25.7,0.008
2021,20,PF,27.1,0.033
2021,24,PF,11.5,0.518
2021,24,PF,8.4,0.651
2021,24,PF,12.5,0.472
2021,24,SF,10.8,0.592
2021,24,SF,6.2,0.257
2021,22,PG,10.8,0.515
2021,19,C,13.1,0.103
2021,21,SF,12.5,0.3
2021,25,C,20,0.322
2021,28,PG,16.3,0.332
2021,28,PG,16.5,0.304
2021,28,PG,15.9,0.369
2021,32,PF,20.3,0.068
2021,22,PG,23,0.357
2021,28,C,18.2,0.086
2021,23,C,19.1,0.01
2020,26,C,20.5,0.006
2020,22,PF,20.3,0.018
2020,34,C,19.7,0.198
2020,21,SG,8.9,0.5
2020,24,SG,12,0.562
2020,21,C,20.7,0.013
2020,27,PG,14,0.364
2020,29,PF,7.6,0.419
2020,26,SG,3.2,0.763
2020,26,SF,12.5,0.257
2020,31,C,9.4,0.714
2020,25,PF,31.9,0.237
2020,27,SF,12.2,0.208
2020,35,PF,12.4,0.289
2020,22,SF,13.2,0.403
2020,25,PG,9,0.627
2020,34,SF,11,0.639
2020,34,SF,9.4,0.739
2020,34,SF,12.8,0.535
2020,32,PG,14,0.436
2020,21,C,20,0.023
2020,24,SG,6.1,0.275
2020,20,C,15.6,0.132
2020,22,PG,13.1,0.575
2020,21,C,17.5,0.374
2020,35,PG,14.6,0.411
2020,27,PF,13.3,0.338
2020,19,SG,10.7,0.271
2020,29,SF,15.6,0.39
2020,24,SF,12.4,0.44
2020,24,PF,12.5,0.456
2020,24,SF,12.1,0.321
2020,31,SF,9.2,0.605
2020,33,C,15.2,0.441
2020,30,SF,9.3,0.457
2020,30,SF,7.5,0.525
2020,30,SF,12.6,0.351
2020,19,PF,9.6,0.445
2020,26,SG,23.2,0.369
2020,23,SG,12.7,0.517
2020,23,SG,10.5,0.535
2020,23,SG,16.2,0.494
2020,33,SG,10.8,0.567
2020,25,C,13.9,0.179
2020,25,C,14.1,0.15
2020,25,C,12.6,0.429
2020,25,SG,9.6,0.285
2020,22,PF,10.9,0.467
2020,22,C,8.4,0.429
2020,22,PF,12.1,0.479
2020,27,PF,15.5,0.774
2020,31,PG,12.5,0.604
2020,27,C,11.7,0.007
2020,20,C,12.1,0.28
2020,31,PF,15.7,0.49
2020,30,PG,17.6,0.306
2020,27,SG,15.2,0.576
2020,30,SF,15.6,0.489
2020,20,PF,14.4,0.321
2020,24,C,4.9,0.364
2020,24,C,-2,0.333
2020,24,C,7.9,0.375
2020,22,PG,0.8,0.5
2020,20,SF,10.2,0.303
2020,23,SG,20.6,0.31
2020,27,C,20.7,0.395
2020,21,SF,0.1,0.2
2020,22,PG,9.1,0.333
2020,29,SG,8.9,0.452
2020,22,C,21.7,0.016
2020,23,PF,8,0.464
2020,21,SF,3.2,0.409
2020,33,PF,8.7,0.25
2020,23,SF,12.9,0.401
2020,21,SF,12.1,0.398
2020,21,SF,6.7,0.417
2020,29,SF,13.1,0.864
2020,27,PG,17.7,0.309
2020,24,SG,11.3,0.385
2020,23,PG,11.9,0.215
2020,22,SG,11,0.474
2020,23,SG,16.9,0.381
2020,24,SF,9.5,0.531
2020,20,SF,13.7,0.288
2020,23,PG,14.9,0.309
2020,22,C,21.1,0.218
2020,28,SG,9.3,0.496
2020,27,PG,15.6,0.359
2020,27,PG,15.4,0.299
2020,27,PG,16,0.451
2020,28,SF,16.7,0.392
2020,28,SF,16.1,0.373
2020,28,SG,19,0.461
2020,26,SF,4.3,0.424
2020,30,SF,23.6,0.157
2020,24,C,14.1,0.371
2020,24,C,11.9,0.362
2020,24,C,22.1,0.4
2020,26,SG,11,0.471
2020,22,PF,11.4,0.4
2020,33,C,9.1,0.5
2020,33,SF,4.9,0.448
2020,33,C,12.8,0.541
2020,24,PG,11.3,0.601
2020,28,SG,15.3,0.288
2020,43,PF,7.5,0.664
2020,20,C,15.5,0.085
2020,25,PG,10.8,0.412
2020,26,C,17,0.003
2020,26,C,22.2,0.022
2020,32,PF,7.4,0.661
2020,24,PG,-2.9,0.571
2020,24,PF,6.7,0.111
2020,24,PG,12,0.514
2020,24,PG,9.2,0.471
2020,24,PG,13.2,0.528
2020,22,PF,19.5,0.101
2020,23,PF,20.9,0.134
2020,25,PF,10.7,0.835
2020,25,PF,11.8,0.864
2020,25,SF,10.1,0.811
2020,27,SG,17.3,0.476
2020,27,SG,18.6,0.488
2020,27,SG,16.5,0.47
2020,20,C,14.8,0.146
2020,22,SG,13.1,0.754
2020,25,SG,2.5,0.214
2020,22,SG,8.5,0.352
2020,22,PF,23.5,0.243
2020,22,PF,9.9,0.279
2020,32,PG,14.1,0.451
2020,27,SG,11.5,0.551
2020,26,PG,10,0.397
2020,29,C,13.3,0.664
2020,29,PF,13.5,0.629
2020,29,C,13.1,0.74
2020,27,SG,6,0.672
2020,27,SG,7.2,0.65
2020,27,SF,1.1,0.765
2020,29,SF,10.8,0.513
2020,39,SG,33.2,0.5
2020,29,SF,12.5,0.7
2020,29,SF,11,0.667
2020,29,PF,16.3,0.78
2020,20,SG,9.6,0.388
2020,29,SG,15.5,0.559
2020,31,PG,21.7,0.598
2020,28,SG,8.4,0.71
2020,28,SG,9,0.709
2020,28,SG,5.3,0.714
2020,26,PF,27.4,0.199
2020,22,SG,13.8,0.555
2020,30,C,9.4,0.42
2020,30,C,8.5,0.415
2020,30,C,11.4,0.429
2020,29,PG,8.1,0.52
2020,30,SF,21.6,0.033
2020,23,C,16.5,0.021
2020,21,SF,9.3,0.193
2020,30,C,17.1,0.418
2020,30,C,17.8,0.433
2020,30,C,15.5,0.368
2020,26,PG,17.8,0.392
2020,23,SG,14.1,0.484
2020,20,PG,27.6,0.431
2020,20,SF,7.6,0.463
2020,25,SG,10.9,0.562
2020,19,PF,6.2,0.415
2020,23,SG,11.6,0.312
2020,33,PG,16.3,0.467
2020,26,C,22,0.045
2020,26,C,22.1,0.031
2020,26,C,21.1,0.133
2020,34,PF,7.8,0.7
2020,25,PG,12.1,0.327
2020,21,SG,6.9,0.594
2020,23,C,-1.3,0.571
2020,32,SG,8.5,0.822
2020,25,C,25.8,0.215
2020,29,SG,11.5,0.471
2020,29,SF,12.3,0.469
2020,29,SG,10.3,0.474
2020,22,C,17.3,0.015
2020,22,SG,5.5,0.291
2020,22,SG,5.6,0.286
2020,22,SG,-9.6,1
2020,24,SG,10.3,0.361
2020,24,SG,4.8,0.261
2020,24,SG,11.5,0.385
2020,28,C,18.5,0.021
2020,27,C,12.8,0.037
2020,21,SF,3.7,0.764
2020,21,C,11.9,0.186
2020,26,PG,12.2,0.42
2020,26,PF,12.3,0.58
2020,26,SG,11.1,0.656
2020,27,SF,16.4,0.467
2020,22,PG,20.6,0.227
2020,23,SG,9.8,0.471
2020,25,SG,-0.9,0.793
2020,29,PG,9.8,0.319
2020,21,PG,14.3,0.175
2020,22,PF,9.6,0.417
2020,22,PF,7.4,0.471
2020,22,PF,10.3,0.387
2020,31,PF,19.5,0.537
2020,28,SG,12.3,0.611
2020,20,SG,8.5,0.423
2020,35,C,11.8,0.53
2020,33,PF,15.4,0.369
2020,29,SF,21.1,0.487
2020,34,C,16.1,0.049
2020,21,C,16.4,0.008
2020,21,SG,17.7,0.247
2020,24,PG,11.6,0.458
2020,24,PF,15.1,0.309
2020,31,SF,10.3,0.654
2020,24,PG,15.8,0.607
2020,26,SF,6.6,0.496
2020,26,SF,6,0.474
2020,26,SF,8,0.552
2020,25,PF,14.4,0.397
2020,27,SG,6.6,0.296
2020,32,SG,10.8,0.69
2020,29,PF,12.5,0.408
2020,29,PF,11.1,0.676
2020,26,SG,13.1,0.262
2020,33,C,13.7,0.532
2020,33,PF,10,0.533
2020,33,C,18.6,0.53
2020,30,PF,11.9,0.444
2020,24,SG,8.8,0.529
2020,22,SG,6.6,0.6
2020,21,PF,13.5,0.16
2020,24,PG,3.1,0.567
2020,26,SG,21.3,0.333
2020,27,SG,14.5,0.58
2020,30,SG,29.1,0.557
2020,26,PF,9.8,0.346
2020,26,PF,9.7,0.336
2020,26,SF,10.1,0.379
2020,22,PG,-5.3,0.5
2020,26,C,23.2,0.022
2020,25,SG,9.7,0.405
2020,28,SF,13.3,0.518
2020,26,SG,17.8,0.255
2020,27,PF,17.2,0.304
2020,21,C,18.6,0.075
2020,24,SF,11.9,0.665
2020,39,C,6.5,0.273
2020,19,C,17.6,0.015
2020,29,SF,18.1,0.317
2020,29,C,17,0.211
2020,29,C,16.9,0.258
2020,29,C,17.1,0.098
2020,23,C,12.9,0.143
2020,24,PF,10.4,0.522
2020,24,PF,6.9,0.545
2020,24,PF,14.1,0.504
2020,25,C,19.2,0.158
2020,20,SG,12.5,0.472
2020,23,PF,5,0.741
2020,24,PF,9.5,0.358
2020,27,SG,16,0.592
2020,33,PG,16.9,0.468
2020,28,PF,9.8,0.615
2020,28,PF,10.2,0.631
2020,28,PF,8.1,0.533
2020,20,PF,14.9,0.094
2020,23,PG,11.6,0.393
2020,29,SG,17,0.344
2020,30,SF,12.1,0.681
2020,25,PF,15.1,0.07
2020,27,SF,12.2,0.413
2020,33,C,15.7,0.399
2020,19,SG,12.3,0.433
2020,26,SF,11.3,0.659
2020,34,C,18.7,0.018
2020,26,PF,-12.7,1
2020,21,SG,11.5,0.548
2020,22,SF,8.6,0.445
2020,23,SF,12.4,0.217
2020,30,C,17.3,0.272
2020,36,SF,10.5,0.534
2020,32,PF,14.9,0.438
2020,32,PF,12.6,0.638
2020,22,PF,18.8,0.35
2020,27,PG,26.2,0.341
2020,22,PF,17.3,0.283
2020,25,SF,10.3,0.352
2020,21,PG,9.1,0.435
2020,20,C,16.3,0.489
2020,22,SF,14.1,0.453
2020,24,PF,9.5,0.478
2020,29,PG,13.7,0.445
2020,29,PG,14.7,0.414
2020,29,PG,12.6,0.492
2020,23,SF,11,0.345
2020,35,PG,25.5,0.326
2020,22,SG,11.2,0.45
2020,22,SG,7.9,0.442
2020,23,PF,13.3,0.276
2020,24,SF,5.4,0.281
2020,23,PF,12.9,0.672
2020,32,PF,14.8,0.423
2020,32,PF,11.1,0.517
2020,32,C,17.9,0.359
2020,20,SF,19.1,0.247
2020,23,PF,9.9,0.407
2020,27,SG,10.1,0.476
2020,27,PG,8.1,0.485
2020,27,SG,15.6,0.456
2020,24,C,24.9,0.238
2020,24,C,15.6,0.051
2020,22,SF,14.9,0.378
2020,23,PG,15.7,0.289
2020,28,PG,10.1,0.386
2020,22,C,18.2,0.625
2020,26,C,14.2,0.404
2020,27,C,22.4,0.02
2020,23,SG,14.4,0.535
2020,26,PF,4.2,0.303
2020,26,PF,6.1,0.321
2020,26,PF,1.7,0.231
2020,27,SG,-13.7,0.333
2020,20,SF,6.2,0.524
2020,28,PF,13.6,0.621
2020,28,SG,8.5,0.784
2020,28,SG,5.4,0.744
2020,28,PG,11.9,0.827
2020,20,SF,8.3,0.496
2020,23,SG,18,0.27
2020,22,SG,12,0.632
2020,24,C,12.7,0.578
2020,38,SF,11.3,0.809
2020,21,PF,8.9,0.508
2020,24,PF,12.2,0.407
2020,23,C,15.4,0.088
2020,27,SG,14,0.33
2020,20,SG,5.4,0.338
2020,24,SF,19.4,0.404
2020,24,PF,3.7,0.389
2020,25,SF,10.3,0.402
2020,22,PF,12.9,0.209
2020,19,SG,2.7,0.4
2020,34,SG,10.8,0.573
2020,27,SG,12.7,0.468
2020,26,C,17.7,0.185
2020,26,C,17.5,0.215
2020,26,C,18.2,0.051
2020,28,SF,26.9,0.287
2020,27,C,10.6,0.547
2020,25,SG,16.1,0.301
2020,29,PG,26.9,0.5
2020,19,PF,9.6,0.391
2020,23,C,9.4,0.177
2020,31,C,15,0.484
2020,31,C,10.2,0.351
2020,31,PF,17.9,0.536
2020,33,PG,17.7,0.58
2020,24,SF,11,0.595
2020,24,PF,12.6,0.49
2020,24,PG,-3.1,0.667
2020,30,PG,5.1,0.267
2020,33,C,14.2,0.124
2020,22,C,13.7,0.332
2020,23,SF,10.6,0.253
2020,31,C,25.7,0.081
2020,22,PF,14.3,0.536
2020,24,SF,12,0.44
2020,24,SF,10.5,0.372
2020,23,PG,21.8,0.34
2020,24,SF,9.2,0.53
2020,25,PG,16.9,0.412
2020,23,SG,13.1,0.821
2020,33,SG,8.1,0.704
2020,33,PF,6.4,0.4
2020,24,SF,7.3,0.438
2020,28,SG,17,0.378
2020,27,PG,16.5,0.041
2020,22,SF,10.7,0.343
2020,28,PF,14.4,0.537
2020,32,C,19.4,0.02
2020,28,SG,6.7,0.492
2020,27,SF,8.7,0.38
2020,23,PG,16.3,0.427
2020,26,SF,11.8,0.829
2020,28,SG,14.2,0.344
2020,28,SG,15.2,0.334
2020,28,SG,16.7,0.667
2020,28,SG,6.5,0.372
2020,29,C,11.4,0.638
2020,21,PG,13.5,0.349
2020,22,C,22.2,0.048
2020,28,SF,21.1,0.374
2020,32,SF,11.1,0.593
2020,26,SF,6.7,0.759
2020,34,PF,16.9,0.283
2020,31,PG,14.8,0.674
2020,23,SG,14.4,0.487
2020,23,SG,18.8,0.352
2020,26,SG,7.8,0.706
2020,21,SF,8.2,0.536
2020,21,SG,12.6,0.418
2020,23,SG,8.1,0.5
2020,30,SG,11.3,0.382
2020,20,PG,17.4,0.191
2020,22,PF,10.1,0.308
2020,30,PF,12.5,0.498
2020,30,PF,12.7,0.486
2020,30,PF,11.5,0.565
2020,30,PF,14.3,0.43
2020,30,SF,16.5,0.415
2020,30,PF,8.9,0.483
2020,24,PG,14.9,0.304
2020,24,PF,28.5,0.067
2020,23,PG,13,0.266
2020,25,SF,7.8,0.776
2020,23,PG,16.2,0.174
2020,22,PG,17.7,0.362
2020,20,SF,9.4,0.453
2020,28,C,12.5,0.757
2020,22,SF,11.2,0.704
2020,26,SF,11.3,0.487
2020,27,PF,17.3,0.369
2020,28,PG,13.8,0.526
2020,28,PG,13.9,0.562
2020,28,PG,13.6,0.468
2020,27,PG,12.7,0.396
2020,22,SG,-11.4,0.5
2020,26,PF,11.7,0.699
2020,25,C,20.4,0.011
2020,22,SG,2.6,0.667
2020,22,SG,3.7,0.727
2020,20,SG,10.5,0.491
2020,21,PG,9.8,0.411
2020,24,PG,12.9,0.428
2020,25,C,22.6,0.092
2020,27,SF,14,0.394
2020,25,PF,7.7,0.648
2020,24,C,18.3,0.019
2020,22,PG,10.6,0.392
2020,21,SG,11.5,0.387
2020,20,PF,13.7,0.2
2020,27,SG,11.3,0.423
2020,28,C,14.6,0.588
2020,26,SF,9.5,0.668
2020,22,SF,9.7,0.594
2020,29,C,18.6,0.318
2020,24,SF,10.7,0.527
2020,24,SF,14.9,0.372
2020,24,PF,8.4,0.4
2020,33,PG,12.6,0.318
2020,24,PF,18,0.277
2020,24,PF,17.2,0.293
2020,24,PF,26.5,0.111
2020,31,PF,5.6,0.778
2020,23,PF,14.5,0.202
2020,24,C,11.3,0.026
2020,30,PF,11.5,0.738
2020,22,C,4.7,0.4
2020,34,PG,21.7,0.343
2020,25,SG,15.7,0.426
2020,25,PG,16,0.157
2020,27,SF,11.3,0.397
2020,26,C,10.5,0.021
2020,24,SG,5.2,0.516
2020,29,C,18.8,0.017
2020,26,C,12.7,0.056
2020,21,PG,33.1,0.4
2020,20,SG,7.2,0.528
2020,19,SF,10.8,0.375
2020,21,SF,19.8,0.384
2020,26,SF,15.8,0.443
2020,24,PF,14.6,0.317
2020,24,C,20.2,0.432
2020,28,C,15.9,0.17
2020,26,SG,16.8,0.457
2020,25,PF,9.1,0.583
2020,26,PG,6.7,0.5
2020,25,PF,17.5,0.23
2020,22,SF,5.8,0.222
2020,20,SF,9,0.451
2020,35,SG,15.4,0.629
2020,20,C,15.3,0.399
